Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Climb Time,Min Temp,Best Lap Time,Number of Laps
Running,9/26/2015 7:16,San Diego Running,5.24,548,0:42:59,162,212,0,168,180,8:12,4:56,271,258,1.17,42:59:00,0,00:00.0,0
Running,9/25/2015 6:08,Santee Running,4.07,505,0:35:50,0,0,0,166,174,8:48,7:03,232,230,1.1,35:50:00,0,00:00.0,0
Running,9/23/2015 20:13,Santee Running,3.01,373,0:28:30,0,0,0,164,172,9:27,1:37,167,166,1.04,28:30:00,0,00:00.0,0
Running,9/22/2015 6:41,Santee Running,5.03,625,0:50:27,0,0,0,164,170,10:02,8:57,100,85,0.98,50:27:00,0,00:00.0,0
Running,9/21/2015 7:46,Santee Running,4,509,0:39:48,0,0,0,164,174,9:58,8:54,69,84,0.98,39:48:00,0,00:00.0,0
Running,9/19/2015 7:06,Hyrum Running,26.34,2823,4:24:27,154,208,0,153,183,10:03,6:36,272,1352,1.05,4:24:27,0,00:00.0,0
Running,9/18/2015 20:17,Logan Running,1.33,170,0:15:47,0,0,0,157,170,11:52,4:35,15,15,0.86,15:47,0,00:00.0,0
Running,9/15/2015 19:46,Santee Running,1.09,142,0:11:03,0,0,0,162,167,10:08,7:32,32,50,0.98,11:03,0,00:00.0,0
Running,9/14/2015 20:47,Santee Running,1.83,236,0:17:34,0,0,0,164,170,9:37,8:00,36,51,1.02,17:34,0,00:00.0,0
Running,9/13/2015 17:07,Santee Running,4.02,531,0:37:27,0,0,0,165,176,9:19,7:03,0,0,1.04,37:27:00,0,00:00.0,0
Running,9/12/2015 6:51,San Diego Running,10.11,973,1:36:20,141,171,0,164,177,9:32,8:21,617,617,1.03,1:36:20,0,00:00.0,0
Running,9/11/2015 6:20,Santee Running,6.2,693,0:55:33,153,178,0,166,184,8:58,6:09,93,95,1.08,55:33:00,0,00:00.0,0
Running,9/10/2015 7:51,Santee Running,3.89,503,0:32:35,0,0,0,168,179,8:23,7:14,175,161,1.14,32:35:00,0,00:00.0,0
Running,9/8/2015 19:12,San Diego Running,0.48,63,04:49.5,0,0,0,167,170,10:04,5:55,0,54,0.96,04:49.5,0,00:00.0,0
Running,9/8/2015 18:35,San Diego Running,0.59,76,05:55.5,0,0,0,165,178,10:04,7:03,72,0,0.97,05:55.5,0,00:00.0,0
Running,9/7/2015 20:47,Santee Running,6.03,787,0:49:00,0,0,0,167,178,8:08,6:48,86,75,1.18,49:00:00,0,00:00.0,0
Running,9/6/2015 19:26,Santee Running,6.32,826,0:53:19,0,0,0,166,176,8:26,7:13,138,154,1.15,53:19:00,0,00:00.0,0
Running,9/5/2015 6:16,San Diego Running,10.21,1320,1:35:33,0,0,0,165,175,9:22,7:55,130,126,1.04,1:35:33,0,00:00.0,0
Running,9/4/2015 6:58,Santee Running,10.25,1331,1:35:01,0,0,0,165,178,9:16,1:10,523,502,1.05,1:35:01,0,00:00.0,0
Running,9/2/2015 7:23,Santee Running,3.24,416,0:31:05,0,0,0,166,176,9:36,8:17,57,35,1.01,31:05:00,0,00:00.0,0
Running,9/1/2015 18:13,San Diego Running,3.18,403,0:30:02,111,123,0,165,196,9:26,5:06,242,190,1.03,30:02:00,0,00:00.0,0
Running,9/1/2015 7:06,Santee Running,8.04,1005,1:08:20,98,113,0,166,185,8:30,5:57,355,345,1.14,1:08:20,0,00:00.0,0
Running,8/30/2015 7:09,Santee Running,12.06,1572,1:57:55,0,0,0,165,180,9:47,6:45,382,371,1,1:57:55,0,00:00.0,0
Running,8/29/2015 6:46,San Diego Running,11.04,1418,1:41:12,0,0,0,166,174,9:10,5:27,400,402,1.06,1:41:12,0,00:00.0,0
Running,8/28/2015 7:40,Santee Running,5.08,502,0:47:29,139,171,0,168,178,9:21,8:07,277,298,1.03,47:29:00,0,00:00.0,0
Running,8/27/2015 8:00,Santee Running,4.12,428,0:34:33,141,177,0,168,180,8:24,7:16,187,196,1.14,34:33:00,0,00:00.0,0
Running,8/25/2015 18:15,San Diego Running,4.57,480,0:44:07,139,175,0,164,200,9:39,5:20,1007,1016,1.02,44:07:00,0,00:00.0,0
Running,8/25/2015 7:15,Santee Running,3.31,379,0:30:42,149,172,0,168,177,9:17,8:38,54,56,1.04,30:42:00,0,00:00.0,0
Running,8/24/2015 7:44,Santee Running,4.99,567,0:40:23,163,207,0,167,176,8:05,3:16,100,90,1.19,40:23:00,0,00:00.0,0
Running,8/22/2015 7:57,Santee Running,14.15,1542,2:08:20,155,177,0,165,177,9:04,7:36,589,582,1.07,2:08:20,0,00:00.0,0
Running,8/21/2015 7:59,Santee Running,3.11,397,0:26:15,0,0,0,169,176,8:26,1:10,83,76,1.13,26:15:00,0,00:00.0,0
Running,8/20/2015 7:35,Untitled,5,652,0:42:08,0,0,0,168,174,8:26,7:13,93,99,1.14,42:08:00,0,00:00.0,0
Running,8/18/2015 18:21,San Diego Running,3.48,450,0:32:39,0,0,0,161,198,9:22,3:33,469,459,1.07,32:39:00,0,00:00.0,0
Running,8/16/2015 6:58,San Diego Running,13.23,1280,1:47:20,167,184,0,166,183,8:07,6:26,480,532,1.19,1:47:20,0,00:00.0,0
Running,8/15/2015 7:28,Santee Running,1.54,199,0:13:58,0,0,0,168,178,9:03,6:43,15,36,1.06,13:58,0,00:00.0,0
Running,8/14/2015 6:14,Santee Running,1.54,202,0:16:07,0,0,0,162,168,10:30,5:17,15,33,0.95,16:07,0,00:00.0,0
Running,8/13/2015 6:33,Santee Running,5.07,570,0:45:38,150,173,0,166,174,9:00,0:48,70,72,1.08,45:38:00,0,00:00.0,0
Running,8/11/2015 20:05,San Diego Running,1.02,132,0:11:03,0,0,0,161,167,10:53,9:27,146,120,0.92,11:03,0,00:00.0,0
Running,8/11/2015 19:50,San Diego Running,1.27,160,09:30.1,0,0,0,167,182,7:28,4:03,199,112,1.29,09:30.1,0,00:00.0,0
Running,8/11/2015 19:33,San Diego Running,1.25,165,0:12:39,0,0,0,162,175,10:07,8:06,131,183,0.98,12:39,0,00:00.0,0
Running,8/9/2015 20:05,Santee Running,13.12,1416,1:57:26,146,204,0,164,174,8:57,7:22,689,703,1.1,1:57:26,0,00:00.0,0
Running,8/8/2015 6:52,San Diego Running,10.03,1131,1:23:58,173,208,0,165,174,8:22,5:50,492,486,1.16,1:23:58,0,00:00.0,0
Running,8/7/2015 7:57,Santee Running,1.55,203,0:15:14,0,0,0,166,170,9:50,3:15,15,33,0.99,15:14,0,00:00.0,0
Hiking,8/2/2015 15:46,Bishop Running,7.58,593,3:11:47,0,0,0,79,159,25:20:00,14:27,450,2985,0.8,3:11:47,0,00:00.0,0
Hiking,8/2/2015 12:07,Bishop Running,7.78,567,3:39:00,0,0,0,76,159,28:10:00,16:04,2969,429,0.75,3:39:00,0,00:00.0,0
Running,7/30/2015 21:05,Santee Running,11.25,1379,1:44:54,149,177,0,165,177,9:20,7:28,623,612,1.04,1:44:54,0,00:00.0,0
Running,7/28/2015 19:39,Santee Running,3.11,254,0:27:05,135,171,0,168,179,8:43,5:08,36,27,1.1,27:05:00,0,00:00.0,0
Running,7/27/2015 18:52,Santee Running,10.01,1050,1:26:43,152,174,0,165,180,8:39,7:03,243,245,1.13,1:26:43,0,00:00.0,0
Running,7/26/2015 17:29,Santee Running,5.12,577,0:56:55,135,212,0,162,174,11:07,8:44,50,58,0.89,56:55:00,0,00:00.0,0
Running,7/25/2015 16:51,Santee Running,4.08,535,0:38:20,0,0,0,166,180,9:23,5:57,72,47,1.04,38:20:00,0,00:00.0,0
Running,7/25/2015 6:58,San Diego Running,8.02,1029,1:10:50,144,166,0,167,181,8:50,6:10,381,379,1.09,1:10:50,0,00:00.0,0
Running,7/24/2015 6:59,Santee Running,10.23,1041,1:37:39,127,175,0,165,174,9:33,6:15,401,387,1.02,1:37:39,0,00:00.0,0
Running,7/23/2015 7:19,Santee Running,7.08,704,1:02:50,126,170,0,166,180,8:53,7:00,153,158,1.09,1:02:50,0,00:00.0,0
Running,7/21/2015 18:43,San Diego Running,6.2,796,1:07:57,0,0,0,160,172,10:57,7:41,665,673,0.92,1:07:57,0,00:00.0,0
Running,7/19/2015 15:45,Santee Running,13.11,1312,2:08:39,151,179,0,162,172,9:49,7:45,424,418,1.01,2:08:39,0,00:00.0,0
Running,7/18/2015 6:48,San Diego Running,10.5,1251,1:36:13,160,185,0,164,179,9:10,7:30,391,392,1.07,1:36:13,0,00:00.0,0
Running,7/13/2015 20:26,Santee Running,5.34,691,0:50:43,0,0,0,163,170,9:30,7:04,117,109,1.04,50:43:00,0,00:00.0,0
Running,7/12/2015 18:01,Santee Running,1.51,178,0:15:43,146,179,0,164,170,10:26,6:18,49,42,0.94,15:43,0,00:00.0,0
Running,7/12/2015 17:46,Santee Running,1.01,127,06:52.0,0,0,0,172,181,6:50,6:22,15,19,1.37,06:52.0,0,00:00.0,0
Running,7/12/2015 17:34,Santee Running,1.02,125,0:12:14,0,0,0,160,170,11:59,8:16,12,13,0.84,12:14,0,00:00.0,0
Running,7/11/2015 6:45,San Diego Running,10.07,1299,1:27:13,0,0,0,167,177,8:39,7:19,43,45,1.11,1:27:13,0,00:00.0,0
Running,7/9/2015 20:18,Santee Running,8.23,1065,1:11:09,139,166,0,164,172,8:39,7:01,411,409,1.13,1:11:09,0,00:00.0,0
Running,7/7/2015 18:59,San Diego Running,3.65,475,0:33:50,0,0,0,162,168,9:17,7:47,315,321,1.07,33:50:00,0,00:00.0,0
Running,7/6/2015 7:29,Santee Running,5.15,511,0:50:51,139,176,0,162,170,9:52,6:49,136,149,1,50:51:00,0,00:00.0,0
Running,7/5/2015 20:25,Santee Running,1.03,133,08:25.8,0,0,0,167,176,8:09,6:49,30,17,1.18,08:25.8,0,00:00.0,0
Running,7/4/2015 6:53,San Diego Running,6.26,680,0:59:32,121,150,0,165,185,9:30,4:19,409,428,1.03,59:32:00,0,00:00.0,0
Running,7/2/2015 21:27,Santee Running,7,795,1:07:24,145,176,0,161,172,9:37,7:51,144,156,1.04,1:07:24,0,00:00.0,0
Running,6/30/2015 7:18,Santee Running,5.28,571,0:43:51,151,195,0,166,177,8:18,7:16,100,94,1.16,43:51:00,0,00:00.0,0
Running,6/27/2015 6:48,San Diego Running,10.6,1367,1:33:51,0,0,0,166,180,8:51,7:18,281,281,1.09,1:33:51,0,00:00.0,0
Running,6/23/2015 18:29,San Diego Running,1.54,191,0:12:19,149,186,0,159,219,7:59,4:11,15,14,1.27,12:19,0,00:00.0,0
Running,6/23/2015 6:39,Santee Running,5.02,651,0:42:32,0,0,0,166,174,8:29,7:20,141,132,1.15,42:32:00,0,00:00.0,0
Running,6/21/2015 7:47,Santee Running,13.15,1261,2:04:35,149,171,0,164,183,9:29,5:53,478,472,1.04,2:04:35,0,00:00.0,0
Running,6/20/2015 7:25,San Diego Running,9.15,925,1:18:05,142,201,0,166,211,8:32,7:01,82,89,1.13,1:18:05,0,00:00.0,0
Running,6/19/2015 8:03,Santee Running,1.58,175,0:16:30,154,174,0,165,172,10:25,1:31,13,31,0.94,16:30,0,00:00.0,0
Running,6/16/2015 6:35,Santee Running,10.18,815,1:31:18,146,167,0,164,179,8:58,6:01,409,403,1.09,1:31:18,0,00:00.0,0
Running,6/15/2015 8:05,Santee Running,2,190,0:17:43,142,168,0,167,172,8:51,7:55,47,34,1.09,17:43,0,00:00.0,0
Running,6/14/2015 9:35,Santee Running,1.6,155,0:12:13,140,168,0,172,181,7:38,7:04,144,105,1.23,12:13,0,00:00.0,0
Running,6/13/2015 7:22,San Diego Running,6.3,819,0:58:12,0,0,0,164,191,9:15,5:10,67,86,1.06,58:12:00,0,00:00.0,0
Running,6/11/2015 6:37,Santee Running,5.35,698,0:45:52,0,0,0,168,177,8:35,1:57,139,143,1.12,45:52:00,0,00:00.0,0
Running,6/10/2015 7:45,Santee Running,5.05,653,0:43:10,0,0,0,166,177,8:33,5:29,320,335,1.13,43:10:00,0,00:00.0,0
Running,6/9/2015 7:00,Santee Running,5.01,648,0:45:52,0,0,0,164,172,9:10,7:56,61,59,1.07,45:52:00,0,00:00.0,0
Running,6/8/2015 7:48,Santee Running,6.01,778,0:52:20,0,0,0,166,174,8:43,7:13,324,346,1.11,52:20:00,0,00:00.0,0
Running,6/7/2015 8:57,Santee Running,4.29,560,0:33:20,0,0,0,168,177,7:46,7:11,85,86,1.23,33:20:00,0,00:00.0,0
Running,6/6/2015 7:33,San Diego Running,4.75,612,0:40:21,0,0,0,168,177,8:30,7:35,236,203,1.13,40:21:00,0,00:00.0,0
Running,6/4/2015 18:47,Santee Running,1.57,212,0:17:19,0,0,0,161,170,11:01,4:35,15,33,0.91,17:19,0,00:00.0,0
Running,6/2/2015 6:47,Santee Running,0.51,67,05:48.8,0,0,0,163,177,11:27,5:41,0,19,0.86,05:48.8,0,00:00.0,0
Running,5/31/2015 6:15,San Diego Running,26.38,3251,4:23:40,0,0,0,158,187,10:00,3:37,843,1092,1.02,4:23:40,0,00:00.0,0
Running,5/26/2015 8:06,Santee Running,1.01,134,0:11:19,0,0,0,163,174,11:12,10:07,0,15,0.88,11:19,0,00:00.0,0
Running,5/24/2015 6:00,Ojai Running,26.26,3375,3:49:14,0,0,0,162,183,8:44,6:43,251,986,1.14,3:49:14,0,00:00.0,0
Running,5/23/2015 6:34,Santee Running,1.59,210,0:15:11,0,0,0,167,176,9:34,7:16,14,36,1.01,15:11,0,00:00.0,0
Running,5/22/2015 6:49,Santee Running,1.54,202,0:13:30,0,0,0,168,174,8:45,6:18,15,34,1.09,13:30,0,00:00.0,0
Running,5/20/2015 12:19,Santee Running,5.02,663,0:38:39,0,0,0,168,177,7:42,3:04,81,83,1.25,38:39:00,0,00:00.0,0
Running,5/18/2015 19:00,Fort Bragg Running,2.04,260,0:21:08,0,0,0,157,174,10:22,6:13,160,150,0.99,21:08,0,00:00.0,0
Running,5/15/2015 7:54,Chico Running,0.98,127,09:19.2,0,0,0,166,176,9:33,3:50,3,0,1.02,09:19.2,0,00:00.0,0
Running,5/12/2015 20:37,Santee Running,2.6,338,0:24:27,0,0,0,163,170,9:25,8:07,67,75,1.05,24:27:00,0,00:00.0,0
Running,5/11/2015 19:44,Santee Running,3.36,437,0:28:11,0,0,0,165,170,8:24,4:51,62,67,1.16,28:11:00,0,00:00.0,0
Running,5/10/2015 7:09,Santee Running,14.02,1824,2:06:40,0,0,0,167,185,9:02,5:53,514,515,1.07,2:06:40,0,00:00.0,0
Running,5/7/2015 19:11,Santee Running,5.27,687,0:41:34,0,0,0,169,180,7:53,6:48,294,314,1.21,41:34:00,0,00:00.0,0
Running,5/5/2015 18:22,San Diego Running,6.22,801,0:51:04,0,0,0,170,184,8:13,6:40,1111,1109,1.15,51:04:00,0,00:00.0,0
Running,5/4/2015 19:35,Santee Running,4.61,601,0:39:34,0,0,0,166,174,8:34,6:49,83,74,1.13,39:34:00,0,00:00.0,0
Running,5/3/2015 19:35,Santee Running,6.07,789,0:59:51,0,0,0,161,178,9:52,5:46,87,88,1.01,59:51:00,0,00:00.0,0
Running,5/2/2015 6:52,San Diego Running,10.97,1415,1:41:50,0,0,0,168,184,9:17,3:24,451,451,1.03,1:41:50,0,00:00.0,0
Running,5/1/2015 7:06,Santee Running,10.01,1308,1:25:25,0,0,0,167,176,8:32,4:36,341,360,1.13,1:25:25,0,00:00.0,0
Running,4/30/2015 7:54,Santee Running,3.19,413,0:27:12,0,0,0,169,176,8:31,1:50,42,53,1.12,27:12:00,0,00:00.0,0
Running,4/28/2015 18:28,San Diego Running,4.73,596,0:40:21,0,0,0,167,182,8:32,4:01,847,846,1.13,40:21:00,0,00:00.0,0
Running,4/26/2015 19:22,Santee Running,3.29,426,0:28:01,0,0,0,166,173,8:32,7:16,53,67,1.14,28:01:00,0,00:00.0,0
Running,4/25/2015 6:53,San Diego Running,20.01,2597,3:06:56,0,0,0,166,181,9:21,3:09,715,725,1.04,3:06:56,0,00:00.0,0
Running,4/23/2015 7:41,Santee Running,4.98,654,0:38:49,0,0,0,168,183,7:48,7:00,91,80,1.23,38:49:00,0,00:00.0,0
Running,4/21/2015 18:14,San Diego Running,3.67,476,0:26:03,0,0,0,171,196,7:06,5:46,655,650,1.32,26:03:00,0,00:00.0,0
Running,4/19/2015 20:08,Santee Running,6.44,834,0:55:11,0,0,0,168,180,8:34,5:50,124,145,1.12,55:11:00,0,00:00.0,0
Hiking,4/18/2015 9:27,Cabazon Running,9.12,774,4:09:40,0,0,0,76,242,27:22:00,5:11,0,3770,0.77,4:09:40,0,00:00.0,0
Running,4/16/2015 20:11,Santee Running,5.48,707,0:47:08,0,0,0,166,174,8:36,6:02,101,119,1.13,47:08:00,0,00:00.0,0
Running,4/13/2015 21:36,Santee Running,5.33,691,0:44:39,0,0,0,166,180,8:22,6:55,112,120,1.16,44:39:00,0,00:00.0,0
Running,4/11/2015 6:54,La Jolla Running,20.04,2613,3:10:04,0,0,0,162,180,9:29,7:11,1051,1077,1.04,3:10:04,0,00:00.0,0
Running,4/9/2015 19:40,Santee Running,5.15,668,0:42:40,0,0,0,165,179,8:17,7:04,226,246,1.17,42:40:00,0,00:00.0,0
Running,4/7/2015 20:15,Santee Running,5.01,656,0:44:41,0,0,0,165,181,8:55,5:29,104,106,1.09,44:41:00,0,00:00.0,0
Running,4/5/2015 7:24,Santee Running,18.49,2413,3:00:16,0,0,0,162,176,9:45,6:18,1549,1581,1.02,3:00:16,0,00:00.0,0
Hiking,4/2/2015 7:57,Belvedere Tiburon Running,3.57,302,1:30:46,0,0,0,81,153,25:27:00,15:22,276,614,0.78,1:30:46,0,00:00.0,0
Hiking,3/30/2015 17:23,Castella Running,4.2,302,2:21:55,0,0,0,60,158,33:47:00,2:46,1293,1345,0.79,2:21:55,0,00:00.0,0
Hiking,3/30/2015 11:03,Mineral Running,1.24,125,0:25:51,0,0,0,80,242,20:47,4:13,554,751,0.97,25:51:00,0,00:00.0,0
Running,3/24/2015 18:30,San Diego Running,3.86,483,0:34:17,0,0,0,163,187,8:52,5:16,681,674,1.11,34:17:00,0,00:00.0,0
Running,3/22/2015 21:01,Santee Running,1.61,210,0:16:04,0,0,0,163,170,10:00,8:52,32,35,0.99,16:04,0,00:00.0,0
Hiking,3/21/2015 17:23,Untitled,6.04,506,2:18:38,0,0,0,88,214,22:57,1:31,1447,1460,0.8,2:18:38,0,00:00.0,0
Uncategorized,3/21/2015 9:30,Untitled,0.67,59,09:00.2,0,0,0,163,174,4.5,5.2,39,26,0.74,09:00.2,0,00:00.0,0
Uncategorized,3/21/2015 9:22,San Diego Running,0.27,24,03:36.9,0,0,0,157,170,4.5,4.9,0,0,0.77,03:36.9,0,00:00.0,0
Running,3/21/2015 7:32,San Diego Running,13.3,1727,1:50:18,0,0,0,170,185,8:17,6:48,15,12,1.14,1:50:18,0,00:00.0,0
Running,3/20/2015 7:56,Santee Running,2.58,336,0:23:52,0,0,0,173,181,9:15,0:56,63,76,1.01,23:52,0,00:00.0,0
Running,3/19/2015 7:25,Santee Running,2.61,351,0:28:32,0,0,0,169,176,10:57,5:48,87,76,0.87,28:32:00,0,00:00.0,0
Running,3/17/2015 18:30,San Diego Running,3.32,424,0:24:50,0,0,0,169,185,7:29,5:29,595,581,1.27,24:50:00,0,00:00.0,0
Running,3/15/2015 18:20,Untitled,10.07,1303,1:25:30,0,0,0,165,174,8:29,7:03,820,778,1.15,1:25:30,0,00:00.0,0
Running,3/14/2015 7:19,Untitled,15.07,1952,2:15:10,0,0,0,165,178,8:58,6:27,1371,1302,1.09,2:15:10,0,00:00.0,0
Running,3/13/2015 7:49,Untitled,5,654,0:39:35,0,0,0,169,177,7:55,7:13,456,358,1.2,39:35:00,0,00:00.0,0
Running,3/12/2015 7:25,Untitled,7.26,942,1:03:19,0,0,0,166,176,8:43,5:44,886,804,1.11,1:03:19,0,00:00.0,0
Running,3/10/2015 7:44,Santee Running,5,652,0:40:12,0,0,0,167,174,8:03,4:29,81,68,1.2,40:12:00,0,00:00.0,0
Hiking,3/7/2015 14:44,White Water Running,3.65,265,2:17:00,0,0,0,54,209,37:31:00,7:08,831,231,0.8,2:17:00,0,00:00.0,0
Hiking,3/7/2015 9:11,White Water Running,6.96,585,3:21:45,0,0,0,71,184,28:58:00,6:21,887,893,0.78,3:21:45,0,00:00.0,0
Running,3/5/2015 17:48,Santee Running,5.86,759,0:54:38,0,0,0,162,172,9:20,8:35,78,97,1.07,54:38:00,0,00:00.0,0
Running,3/1/2015 16:40,San Francisco Running,2.92,381,0:27:57,0,0,0,166,176,9:34,8:20,374,406,1.01,27:57:00,0,00:00.0,0
Hiking,3/1/2015 15:49,Belvedere Tiburon Running,0.31,29,05:35.7,0,0,0,108,123,18:01,8:06,13,0,0.83,05:35.7,0,00:00.0,0
Running,3/1/2015 13:31,Belvedere Tiburon Running,5.03,662,0:50:57,0,0,0,166,185,10:08,6:41,358,362,0.96,50:57:00,0,00:00.0,0
Running,2/27/2015 7:36,Santee Running,5,656,0:40:05,0,0,0,170,184,8:01,6:58,78,73,1.18,40:05:00,0,00:00.0,0
Running,2/22/2015 18:49,Santee Running,4.16,540,0:35:31,0,0,0,169,177,8:32,7:17,74,67,1.12,35:31:00,0,00:00.0,0
Running,2/21/2015 7:27,Encinitas Running,13.26,1723,2:01:41,0,0,0,165,200,9:11,7:00,387,374,1.06,2:01:41,0,00:00.0,0
Running,2/19/2015 6:53,Santee Running,14.06,1831,2:16:24,0,0,0,163,181,9:42,4:47,552,552,1.02,2:16:24,0,00:00.0,0
Running,2/17/2015 7:24,Santee Running,3.03,396,0:25:49,0,0,0,169,182,8:31,3:22,127,121,1.12,25:49:00,0,00:00.0,0
Running,2/16/2015 7:42,Santee Running,10.09,1307,1:29:05,0,0,0,165,176,8:50,6:25,390,389,1.11,1:29:05,0,00:00.0,0
Hiking,2/14/2015 10:36,Campo Running,8.01,550,5:01:17,0,0,0,56,175,37:37:00,6:12,1292,644,0.76,5:01:17,0,00:00.0,0
Running,2/12/2015 7:42,Santee Running,5.41,705,0:50:40,0,0,0,170,184,9:21,8:06,240,257,1.01,50:40:00,0,00:00.0,0
Running,2/11/2015 7:24,Santee Running,10.23,1343,1:43:37,0,0,0,167,180,10:08,6:14,427,419,0.95,1:43:37,0,00:00.0,0
Running,2/10/2015 18:47,San Diego Running,0.27,37,02:36.1,0,0,0,169,176,9:47,5:24,49,50,0.98,02:36.1,0,00:00.0,0
Running,2/9/2015 7:51,Santee Running,2.58,343,0:27:30,0,0,0,168,176,10:40,8:30,66,74,0.9,27:30:00,0,00:00.0,0
Running,2/8/2015 7:52,Santee Running,4.97,649,0:40:31,0,0,0,168,181,8:09,7:12,48,56,1.17,40:31:00,0,00:00.0,0
Running,2/7/2015 7:31,San Diego Running,12.32,1598,2:03:01,0,0,0,162,177,9:59,6:28,438,438,1,2:03:01,0,00:00.0,0
Running,2/3/2015 18:34,San Diego Running,2.14,283,0:17:11,0,0,0,169,184,8:01,6:05,371,369,1.18,17:11,0,00:00.0,0
Running,2/3/2015 7:39,Santee Running,5.08,669,0:51:59,0,0,0,168,178,10:14,3:38,329,326,0.94,51:59:00,0,00:00.0,0
Running,2/1/2015 8:36,Santee Running,5.38,704,0:55:40,0,0,0,168,184,10:21,2:01,65,85,0.92,55:40:00,0,00:00.0,0
Running,1/31/2015 7:31,San Diego Running,6.22,813,0:50:17,0,0,0,166,180,8:05,6:42,36,38,1.2,50:17:00,0,00:00.0,0
Running,1/30/2015 6:39,Santee Running,1.05,141,08:59.9,0,0,0,166,184,8:33,1:32,37,19,1.13,08:59.9,0,00:00.0,0
Running,1/28/2015 7:33,Santee Running,8.03,1043,1:11:13,0,0,0,165,176,8:52,5:40,302,286,1.1,1:11:13,0,00:00.0,0
Running,1/26/2015 7:22,Santee Running,4.36,583,0:47:00,0,0,0,166,181,10:47,5:40,224,217,0.9,47:00:00,0,00:00.0,0
Running,1/25/2015 8:50,20150125,8.09,1042,1:11:01,0,0,0,169,178,8:46,7:41,0,0,1.09,1:11:01,0,00:00.0,0
Hiking,1/24/2015 8:07,White Water Running,15.88,1290,7:57:57,0,0,0,68,247,30:06:00,7:06,2207,2550,0.79,7:57:57,0,00:00.0,0
Running,1/23/2015 6:05,Santee Running,2.02,259,0:18:01,0,0,0,172,179,8:56,7:36,39,35,1.05,18:01,0,00:00.0,0
Running,1/21/2015 8:32,Santee Running,3.02,393,0:26:12,0,0,0,167,189,8:40,6:35,83,73,1.11,26:12:00,0,00:00.0,0
Running,1/20/2015 8:53,Santee Running,4.74,619,0:39:00,0,0,0,164,181,8:14,2:47,66,67,1.2,39:00:00,0,00:00.0,0
Running,1/18/2015 21:27,Santee Running,2.13,275,0:19:41,0,0,0,162,175,9:14,7:22,47,35,1.08,19:41,0,00:00.0,0
