Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Training Stress ScoreÂ®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp
Running,1/1/2019 15:35,FALSE,Santee Running,7.1,903,1:05:28,--,--,--,167,184,9:13,6:50,98,96,1.05,0,0,--,0,0,0,1:05:28,0:00,0,0:00,No,00:00.0,8,0,--,--,--
Running,12/21/2018 15:30,FALSE,San Diego Running,8.02,"1,022",1:14:21,--,--,--,169,184,9:16,7:45,42,46,1.03,0,0,--,0,0,0,1:14:21,0:00,0,0:00,No,00:00.0,9,0,--,--,--
Running,12/2/2018 9:42,FALSE,Memphis Running,1.03,93,0:13:03,118,130,--,172,180,12:40,6:32,98,87,0.74,0,0,--,0,0,0,13:03,0:00,0,0:00,No,00:00.0,2,0,--,--,--
Running,12/1/2018 9:13,FALSE,Memphis Running,26.33,"3,195",4:55:48,149,172,--,165,188,11:14,5:27,409,414,0.86,0,0,--,0,0,0,4:55:48,0:00,0,0:00,No,00:00.0,27,0,--,--,--
Running,11/28/2018 7:50,FALSE,Santee Running,4.36,492,0:45:01,152,180,--,175,184,10:19,7:17,296,292,0.89,0,0,--,0,0,0,45:01:00,0:00,0,0:00,No,00:00.0,5,0,--,--,--
Running,11/24/2018 7:19,FALSE,San Diego Running,10.15,"1,307",1:32:53,--,--,--,173,182,9:09,8:04,113,113,1.01,0,0,--,0,0,0,1:32:53,0:00,0,0:00,No,00:00.0,11,0,--,--,--
Running,11/22/2018 11:39,FALSE,San Diego Running,3.51,439,1:39:26,102,167,--,78,174,28:19:00,5:38,530,530,0.73,0,0,--,0,0,0,1:39:26,0:00,0,0:00,No,00:00.0,4,0,--,--,--
Running,11/22/2018 7:43,FALSE,San Diego Running,0.43,60,04:21.1,--,--,--,174,182,10:12,2:38,120,--,0.91,0,0,--,0,0,0,04:21.1,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,11/21/2018 16:24,FALSE,San Diego Running,8.02,555,1:14:11,124,144,--,171,186,9:15,7:55,57,61,1.02,0,0,--,0,0,0,1:14:11,0:00,0,0:00,No,00:00.0,9,0,--,--,--
Running,11/19/2018 14:08,FALSE,San Diego Running,8.12,"1,050",1:13:08,--,--,--,170,180,9:00,7:34,51,62,1.05,0,0,--,0,0,0,1:13:08,0:00,0,0:00,No,00:00.0,9,0,--,--,--
Running,11/17/2018 7:21,FALSE,Coronado Running,7.3,810,1:09:18,154,174,--,174,186,9:30,7:18,31,31,0.97,0,0,--,0,0,0,1:09:18,0:00,0,0:00,No,00:00.0,8,0,--,--,--
Running,11/13/2018 19:05,FALSE,San Diego Running,1.01,58,08:25.8,116,141,--,181,208,8:21,5:29,86,113,1.06,0,0,--,0,0,0,08:25.8,0:00,0,0:00,No,00:00.0,2,0,--,--,--
Running,11/10/2018 7:48,FALSE,Richmond Running,25.92,"3,166",5:00:05,--,--,--,164,180,11:35,5:55,707,707,0.85,0,0,--,0,0,0,5:00:05,0:00,0,0:00,No,00:00.0,26,0,--,--,--
Running,11/3/2018 7:26,FALSE,San Diego Running,10.02,"1,002",1:35:21,145,159,--,172,180,9:31,7:46,31,26,0.98,0,0,--,0,0,0,1:35:21,0:00,0,0:00,No,00:00.0,11,0,--,--,--
Running,11/2/2018 7:01,FALSE,Santee Running,3.55,312,0:33:47,135,153,--,173,190,9:31,7:51,139,144,0.98,0,0,--,0,0,0,33:47:00,0:00,0,0:00,No,00:00.0,4,0,--,--,--
Running,10/27/2018 7:20,FALSE,Solana Beach Running,9.7,"1,008",1:41:50,148,177,--,170,188,10:30,7:21,664,724,0.9,0,0,--,0,0,0,1:41:50,0:00,0,0:00,No,00:00.0,10,0,--,--,--
Running,10/20/2018 8:35,FALSE,San Bernardino County Running,13.65,"1,135",5:18:17,--,--,--,98,160,23:19,10:58,"2,264","3,592",0.7,0,0,--,0,0,0,5:18:17,0:00,0,0:00,No,00:00.0,14,0,--,--,--
Running,10/13/2018 7:35,FALSE,San Diego Running,11.01,997,1:49:10,147,188,--,169,186,9:55,4:48,452,453,0.96,0,0,--,0,0,0,1:49:10,0:00,0,0:00,No,00:00.0,12,0,--,--,--
Running,10/7/2018 6:09,FALSE,Long Beach Running,26.41,"3,014",5:45:36,152,193,--,156,182,13:05,6:34,344,341,0.78,0,0,--,0,0,0,5:45:36,0:00,0,0:00,No,00:00.0,27,0,--,--,--
Running,9/26/2018 15:35,FALSE,Yinchuan Running,0.84,94,0:14:09,--,--,--,103,126,16:48,3:17,13,--,0.93,0,0,--,0,0,0,14:09,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,9/24/2018 14:20,FALSE,Dali Running,3.08,348,1:05:24,--,--,--,90,122,21:13,3:06,"3,017","3,031",0.84,0,0,--,0,0,0,1:05:24,0:00,0,0:00,No,00:00.0,4,0,--,--,--
Running,9/22/2018 10:29,FALSE,Lijiang Running,1.02,78,0:28:18,--,--,--,76,134,27:48:00,2:06,--,--,0.75,0,0,--,0,0,0,28:18:00,0:00,0,0:00,No,00:00.0,2,0,--,--,--
Running,9/20/2018 11:53,FALSE,Deqen Running,0.03,7,00:49.4,--,--,--,96,104,25:13:00,9:09,--,66,0.67,0,0,--,0,0,0,00:49.4,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,9/19/2018 16:22,FALSE,Deqen Running,1,43,0:40:15,--,--,--,65,127,40:09:00,2:33,110,289,0.61,0,0,--,0,0,0,40:15:00,0:00,0,0:00,No,00:00.0,2,0,--,--,--
Running,9/19/2018 14:15,FALSE,Deqen Running,1.03,40,0:49:23,--,--,--,54,158,47:49:00,2:17,852,--,0.62,0,0,--,0,0,0,49:23:00,0:00,0,0:00,No,00:00.0,2,0,--,--,--
Running,9/19/2018 11:34,FALSE,Deqen Running,0.56,31,0:27:07,--,--,--,50,159,48:09:00,1:33,507,--,0.67,0,0,--,0,0,0,27:07:00,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,9/19/2018 10:53,FALSE,Deqen Running,0.17,21,04:35.8,--,--,--,81,123,27:49:00,7:33,91,--,0.71,0,0,--,0,0,0,04:35.8,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,9/18/2018 16:09,FALSE,Deqen Running,1,98,0:20:44,--,--,--,105,154,20:49,10:09,--,46,0.74,0,0,--,0,0,0,20:44,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,9/16/2018 9:00,FALSE,Yinchuan Running,0.71,67,0:12:58,--,--,--,117,126,18:22,11:14,--,--,0.75,0,0,--,0,0,0,12:58,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,9/15/2018 7:30,FALSE,Yinchuan Running,0.34,32,08:03.1,--,--,--,88,184,23:32,10:32,--,--,0.78,0,0,--,0,0,0,08:03.1,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,9/9/2018 7:04,FALSE,Erie Running,26.42,"3,153",5:06:08,145,176,--,162,186,11:35,5:46,66,63,0.85,0,0,--,0,0,0,5:06:08,0:00,0,0:00,No,00:00.0,27,0,--,--,--
Running,9/4/2018 19:55,FALSE,Santee Running,4,503,0:38:38,--,--,--,171,180,9:39,3:32,175,177,0.97,0,0,--,0,0,0,38:38:00,0:00,0,0:00,No,00:00.0,5,0,--,--,--
Running,8/26/2018 0:00,FALSE,Lincoln County Running,22.58,"2,750",5:00:05,157,185,--,155,182,13:17,8:52,"1,082",827,0.78,0,0,--,0,0,0,5:00:05,0:00,0,0:00,No,00:00.0,23,0,--,--,--
Running,8/14/2018 19:47,FALSE,San Diego Running,1.51,187,0:17:43,--,--,--,167,170,11:42,10:41,7,11,0.82,0,0,--,0,0,0,17:43,0:00,0,0:00,No,00:00.0,2,0,--,--,--
Running,8/14/2018 18:46,FALSE,San Diego Running,6.5,784,0:59:30,--,--,--,174,186,9:09,6:21,54,59,1.01,0,0,--,0,0,0,59:30:00,0:00,0,0:00,No,00:00.0,20,0,--,--,--
Running,8/13/2018 19:03,FALSE,San Diego Running,2.32,293,0:23:23,--,--,--,170,178,10:05,8:23,18,19,0.94,0,0,--,0,0,0,23:23,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,8/11/2018 7:16,FALSE,San Diego Running,11.1,"1,388",1:51:07,--,--,--,173,188,10:01,1:59,508,509,0.93,0,0,--,0,0,0,1:51:07,0:00,0,0:00,No,00:00.0,12,0,--,--,--
Running,8/10/2018 18:57,FALSE,San Diego Running,7.03,896,1:12:15,--,--,--,169,176,10:16,2:09,25,24,0.93,0,0,--,0,0,0,1:12:15,0:00,0,0:00,No,00:00.0,8,0,--,--,--
Running,8/9/2018 19:01,FALSE,San Diego Running,5.02,625,0:44:06,--,--,--,174,182,8:47,7:21,34,31,1.05,0,0,--,0,0,0,44:06:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,8/8/2018 19:02,FALSE,San Diego Running,5.1,636,0:50:02,--,--,--,170,178,9:48,7:47,8,16,0.97,0,0,--,0,0,0,50:02:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,8/7/2018 19:03,FALSE,San Diego Running,4,491,0:36:24,--,--,--,173,192,9:06,6:21,15,25,1.02,0,0,--,0,0,0,36:24:00,0:00,0,0:00,No,00:00.0,21,0,--,--,--
Running,8/6/2018 19:04,FALSE,San Diego Running,8.01,998,1:14:50,--,--,--,169,178,9:20,7:55,41,40,1.02,0,0,--,0,0,0,1:14:50,0:00,0,0:00,No,00:00.0,9,0,--,--,--
Running,8/5/2018 7:19,FALSE,San Diego Running,10.02,"1,244",1:33:24,--,--,--,174,190,9:19,7:49,31,33,0.99,0,0,--,0,0,0,1:33:24,0:00,0,0:00,No,00:00.0,11,0,--,--,--
Running,8/3/2018 18:36,FALSE,San Diego Running,8,997,1:16:31,--,--,--,169,182,9:34,7:44,33,34,1,0,0,--,0,0,0,1:16:31,0:00,0,0:00,No,00:00.0,9,0,--,--,--
Running,7/30/2018 18:37,FALSE,San Diego Running,8.18,"1,018",1:18:58,--,--,--,168,186,9:39,8:02,39,44,0.99,0,0,--,0,0,0,1:18:58,0:00,0,0:00,No,00:00.0,9,0,--,--,--
Running,7/28/2018 7:15,FALSE,Coronado Running,6.32,780,0:57:17,--,--,--,175,182,9:04,8:04,24,23,1.01,0,0,--,0,0,0,57:17:00,0:00,0,0:00,No,00:00.0,7,0,--,--,--
Running,7/24/2018 3:15,FALSE,Inyo County Running,7.68,269,5:56:22,--,--,--,35,159,46:24:00,11:33,"4,137",78,1.03,0,0,--,0,0,0,5:56:22,0:00,0,0:00,No,00:00.0,8,0,--,--,--
Running,7/21/2018 7:17,FALSE,San Diego Running,9.06,864,1:25:03,148,177,--,175,186,9:23,8:35,40,39,0.98,0,0,--,0,0,0,1:25:03,0:00,0,0:00,No,00:00.0,10,0,--,--,--
Running,7/17/2018 18:44,FALSE,San Diego Running,8.01,834,1:17:24,151,180,--,171,180,9:40,7:50,71,76,0.97,0,0,--,0,0,0,1:17:24,0:00,0,0:00,No,00:00.0,9,0,--,--,--
Running,7/16/2018 20:05,FALSE,Santee Running,2.01,245,0:18:32,--,--,--,173,186,9:14,6:56,34,36,1,0,0,--,0,0,0,18:32,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,7/15/2018 6:01,FALSE,Missoula County Running,26.25,"2,716",5:02:15,152,191,--,164,182,11:31,6:37,380,219,0.85,0,0,--,0,0,0,5:02:15,0:00,0,0:00,No,00:00.0,27,0,--,--,--
Running,7/10/2018 6:49,FALSE,Santee Running,4.62,576,0:45:48,--,--,--,170,181,9:55,6:43,300,301,0.96,0,0,--,0,0,0,45:48:00,0:00,0,0:00,No,00:00.0,5,0,--,--,--
Running,7/4/2018 8:11,FALSE,Santee Running,5.17,497,0:51:51,141,175,--,173,178,10:01,4:06,311,318,0.93,0,0,--,0,0,0,51:51:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,6/30/2018 7:26,FALSE,Encinitas Running,10.35,963,1:37:08,145,193,--,175,188,9:23,4:48,235,240,0.98,0,0,--,0,0,0,1:37:08,0:00,0,0:00,No,00:00.0,11,0,--,--,--
Running,6/29/2018 19:08,FALSE,San Diego Running,2.11,219,0:22:18,137,155,--,174,176,10:35,9:33,21,21,0.88,0,0,--,0,0,0,22:18,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,6/23/2018 8:20,FALSE,San Diego Running,7.15,682,1:07:20,146,178,--,176,186,9:25,7:35,86,83,0.97,0,0,--,0,0,0,1:07:20,0:00,0,0:00,No,00:00.0,8,0,--,--,--
Running,6/21/2018 20:09,FALSE,Santee Running,2.64,261,0:26:55,131,147,--,174,178,10:13,3:58,116,114,0.91,0,0,--,0,0,0,26:55:00,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,6/19/2018 6:24,FALSE,Santee Running,5,554,0:53:43,151,177,--,172,178,10:44,9:08,74,75,0.87,0,0,--,0,0,0,53:43:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,6/16/2018 7:49,FALSE,Lake County Running,26.26,"2,730",4:51:04,144,160,--,166,196,11:05,8:26,389,504,0.87,0,0,--,0,0,0,4:51:04,0:00,0,0:00,No,00:00.0,27,0,--,--,--
Running,5/27/2018 6:03,FALSE,Ojai Running,26.17,"2,467",4:13:05,151,181,--,171,192,9:40,6:17,477,"1,213",0.97,0,0,--,0,0,0,4:13:05,0:00,0,0:00,No,00:00.0,27,0,--,--,--
Running,5/23/2018 8:02,FALSE,Santee Running,2.7,299,0:30:33,153,192,--,174,182,11:20,8:24,39,41,0.82,0,0,--,0,0,0,30:33:00,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,5/22/2018 18:47,FALSE,San Diego Running,3.1,277,0:29:56,139,159,--,179,202,9:39,6:33,499,534,0.93,0,0,--,0,0,0,29:56:00,0:00,0,0:00,No,00:00.0,4,0,--,--,--
Running,5/21/2018 19:18,FALSE,Santee Running,3,290,0:30:27,139,152,--,175,180,10:09,8:38,99,85,0.91,0,0,--,0,0,0,30:27:00,0:00,0,0:00,No,00:00.0,4,0,--,--,--
Running,5/20/2018 16:15,FALSE,Santee Running,5.55,550,1:01:30,139,165,--,171,180,11:04,7:41,50,53,0.85,0,0,--,0,0,0,1:01:30,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,5/19/2018 6:50,FALSE,San Diego Running,10.01,845,1:30:47,135,157,--,178,192,9:04,7:49,54,60,1,0,0,--,0,0,0,1:30:47,0:00,0,0:00,No,00:00.0,11,0,--,--,--
Running,5/17/2018 19:08,FALSE,San Diego Running,2.01,195,0:18:24,134,145,--,180,188,9:09,4:39,--,8,0.98,0,0,--,0,0,0,18:24,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,5/15/2018 18:45,FALSE,San Diego Running,4.45,406,0:41:01,136,162,--,177,198,9:13,6:40,748,781,0.99,0,0,--,0,0,0,41:01:00,0:00,0,0:00,No,00:00.0,5,0,--,--,--
Running,5/14/2018 20:00,FALSE,Santee Running,4.04,493,0:41:53,--,--,--,173,178,10:22,9:06,181,182,0.9,0,0,--,0,0,0,41:53:00,0:00,0,0:00,No,00:00.0,5,0,--,--,--
Running,5/13/2018 19:03,FALSE,Santee Running,5.4,551,1:00:17,136,156,--,170,176,11:10,9:35,108,110,0.85,0,0,--,0,0,0,1:00:17,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,5/12/2018 6:51,FALSE,San Diego Running,19.32,"1,623",3:00:02,141,174,--,172,190,9:19,7:14,60,64,1,0,0,--,0,0,0,3:00:02,0:00,0,0:00,No,00:00.0,20,0,--,--,--
Running,5/10/2018 19:03,FALSE,San Diego Running,8.02,821,1:10:41,140,166,--,174,182,8:49,7:44,73,61,1.05,0,0,--,0,0,0,1:10:41,0:00,0,0:00,No,00:00.0,9,0,--,--,--
Running,5/9/2018 7:19,FALSE,Santee Running,5.08,613,0:49:56,166,192,--,175,188,9:50,4:39,268,279,0.94,0,0,--,0,0,0,49:56:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,5/8/2018 19:00,FALSE,San Diego Running,3.96,309,0:35:16,128,155,--,176,198,8:54,5:29,608,605,1.03,0,0,--,0,0,0,35:16:00,0:00,0,0:00,No,00:00.0,4,0,--,--,--
Running,5/7/2018 6:58,FALSE,Santee Running,8,860,1:21:21,146,173,--,172,180,10:10,8:39,365,392,0.92,0,0,--,0,0,0,1:21:21,0:00,0,0:00,No,00:00.0,9,0,--,--,--
Running,5/6/2018 7:40,FALSE,Santee Running,5.06,449,0:51:51,130,175,--,174,182,10:14,8:33,93,78,0.9,0,0,--,0,0,0,51:51:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,5/5/2018 6:56,FALSE,San Diego Running,15.01,"1,857",2:31:22,--,--,--,171,182,10:05,3:43,758,761,0.93,0,0,--,0,0,0,2:31:22,0:00,0,0:00,No,00:00.0,16,0,--,--,--
Running,5/3/2018 20:31,FALSE,Santee Running,1.07,94,0:12:18,118,127,--,170,178,11:33,9:22,16,--,0.82,0,0,--,0,0,0,12:18,0:00,0,0:00,No,00:00.0,2,0,--,--,--
Running,4/30/2018 18:53,FALSE,San Diego Running,0.25,21,03:24.9,107,133,--,151,176,13:35,7:03,--,--,0.79,0,0,--,0,0,0,03:24.9,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,4/29/2018 7:35,FALSE,Oceanport Running,26.43,"3,299",4:01:56,--,--,--,169,185,9:09,7:56,93,97,1.04,0,0,--,0,0,0,4:01:56,0:00,0,0:00,No,00:00.0,27,0,--,--,--
Running,4/24/2018 18:53,FALSE,San Diego Running,3.14,281,0:26:27,142,154,--,179,192,8:26,6:47,538,535,1.07,0,0,--,0,0,0,26:27:00,0:00,0,0:00,No,00:00.0,4,0,--,--,--
Running,4/23/2018 7:58,FALSE,Santee Running,3.08,312,0:31:03,142,175,--,175,188,10:04,6:58,171,169,0.91,0,0,--,0,0,0,31:03:00,0:00,0,0:00,No,00:00.0,4,0,--,--,--
Running,4/22/2018 16:53,FALSE,Santee Running,2.31,175,0:55:00,--,--,--,91,184,23:51,9:08,48,12,0.7,0,0,--,0,0,0,55:00:00,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,4/21/2018 6:44,FALSE,Ojai Running,18.03,"1,851",2:48:07,164,185,--,171,182,9:19,7:28,237,974,1.01,0,0,--,0,0,0,2:48:07,0:00,0,0:00,No,00:00.0,19,0,--,--,--
Running,4/17/2018 19:03,FALSE,San Diego Running,2.04,214,0:18:50,132,170,--,177,196,9:15,7:09,327,371,0.98,0,0,--,0,0,0,18:50,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,4/16/2018 18:58,FALSE,San Diego Running,5.05,511,0:43:37,129,151,--,172,178,8:38,7:14,35,40,1.08,0,0,--,0,0,0,43:37:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,4/15/2018 18:26,FALSE,Santee Running,5.03,490,0:49:43,140,177,--,169,176,9:53,7:36,96,113,0.96,0,0,--,0,0,0,49:43:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,4/14/2018 7:22,FALSE,Los Angeles Running,4.08,434,0:42:45,123,141,--,172,182,10:29,1:36,157,129,0.89,0,0,--,0,0,0,42:45:00,0:00,0,0:00,No,00:00.0,5,0,--,--,--
Running,4/10/2018 19:16,FALSE,San Diego Running,3.39,417,0:25:34,--,--,--,176,186,7:33,6:12,601,589,1.21,0,0,--,0,0,0,25:34:00,0:00,0,0:00,No,00:00.0,4,0,--,--,--
Running,4/9/2018 18:25,FALSE,San Diego Running,8.02,777,1:12:51,145,166,--,168,178,9:05,6:36,46,47,1.05,0,0,--,0,0,0,1:12:51,0:00,0,0:00,No,00:00.0,9,0,--,--,--
Running,4/8/2018 19:26,FALSE,Santee Running,5.17,521,0:51:28,140,177,--,170,174,9:57,8:46,254,244,0.95,0,0,--,0,0,0,51:28:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,4/7/2018 6:49,FALSE,San Diego Running,17.02,"1,446",2:43:24,142,178,--,169,188,9:36,5:03,"1,023","1,040",0.99,0,0,--,0,0,0,2:43:24,0:00,0,0:00,No,00:00.0,18,0,--,--,--
Running,4/6/2018 7:32,FALSE,Santee Running,6.03,652,1:00:11,150,175,--,171,176,9:59,6:50,363,377,0.94,0,0,--,0,0,0,1:00:11,0:00,0,0:00,No,00:00.0,7,0,--,--,--
Running,4/3/2018 19:04,FALSE,San Diego Running,2.37,136,0:22:03,113,145,--,173,186,9:18,1:42,226,255,1,0,0,--,0,0,0,22:03,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,4/2/2018 19:22,FALSE,Santee Running,5.02,520,0:46:29,146,179,--,170,178,9:16,5:53,203,183,1.02,0,0,--,0,0,0,46:29:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,3/31/2018 8:14,FALSE,Oceanside Running,16.38,"1,059",2:31:55,128,147,--,167,190,9:16,6:21,394,376,1.04,0,0,--,0,0,0,2:31:55,0:00,0,0:00,No,00:00.0,17,0,--,--,--
Running,3/29/2018 18:48,FALSE,San Diego Running,8.02,797,1:11:09,157,176,--,168,174,8:52,7:58,41,42,1.08,0,0,--,0,0,0,1:11:09,0:00,0,0:00,No,00:00.0,9,0,--,--,--
Running,3/28/2018 18:50,FALSE,San Diego Running,6.14,597,1:00:02,143,164,--,167,180,9:46,7:49,54,52,0.98,0,0,--,0,0,0,1:00:02,0:00,0,0:00,No,00:00.0,7,0,--,--,--
Running,3/27/2018 18:54,FALSE,San Diego Running,2.9,335,0:25:07,135,141,--,173,186,8:40,6:34,462,442,1.07,0,0,--,0,0,0,25:07:00,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,3/26/2018 18:55,FALSE,San Diego Running,2.02,188,0:19:55,124,134,--,167,170,9:51,8:56,12,18,0.98,0,0,--,0,0,0,19:55,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,3/24/2018 7:22,FALSE,San Diego Running,17.04,"1,004",2:28:19,118,153,--,168,182,8:42,6:25,266,266,1.1,0,0,--,0,0,0,2:28:19,0:00,0,0:00,No,00:00.0,18,0,--,--,--
Running,3/22/2018 18:31,FALSE,San Diego Running,5.33,675,0:52:33,--,--,--,165,174,9:52,8:03,28,34,0.99,0,0,--,0,0,0,52:33:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,3/21/2018 6:51,FALSE,Santee Running,10.24,"1,024",1:37:04,152,180,--,167,184,9:29,7:04,414,435,1.01,0,0,--,0,0,0,1:37:04,0:00,0,0:00,No,00:00.0,11,0,--,--,--
Running,3/15/2018 19:13,FALSE,Santee Running,10.07,"1,090",1:35:44,159,176,--,165,186,9:30,7:21,299,299,1.03,0,0,--,0,0,0,1:35:44,0:00,0,0:00,No,00:00.0,11,0,--,--,--
Running,3/14/2018 7:28,FALSE,Santee Running,5.1,533,0:48:23,148,167,--,169,180,9:29,4:25,78,67,1,0,0,--,0,0,0,48:23:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,3/10/2018 7:04,FALSE,Washington Running,26.46,"2,128",4:06:01,130,165,--,168,184,9:18,4:37,755,739,1.03,0,0,--,0,0,0,4:06:01,0:00,0,0:00,No,00:00.0,27,0,--,--,--
Running,3/6/2018 18:59,FALSE,San Diego Running,2.52,213,0:24:01,117,129,--,168,182,9:32,3:54,417,405,1.01,0,0,--,0,0,0,24:01:00,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,3/4/2018 18:11,FALSE,Santee Running,5.09,527,0:50:23,143,167,--,163,172,9:54,8:13,165,171,1,0,0,--,0,0,0,50:23:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,3/3/2018 7:21,FALSE,San Diego Running,16.02,"1,530",2:22:36,152,191,--,167,200,8:54,7:33,247,249,1.08,0,0,--,0,0,0,2:22:36,0:00,0,0:00,No,00:00.0,17,0,--,--,--
Running,3/2/2018 7:03,FALSE,Santee Running,5.11,548,0:44:51,151,175,--,169,178,8:46,1:48,109,100,1.08,0,0,--,0,0,0,44:51:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,3/1/2018 7:22,FALSE,Santee Running,5.24,523,0:48:42,152,186,--,168,178,9:18,7:25,231,228,1.03,0,0,--,0,0,0,48:42:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,2/27/2018 18:37,FALSE,San Diego Running,0.71,58,07:28.5,121,137,--,181,190,10:33,9:24,91,87,0.84,0,0,--,0,0,0,07:28.5,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,2/24/2018 7:23,FALSE,San Diego Running,13.36,"1,199",2:20:32,145,181,--,166,214,10:31,6:33,805,805,0.92,0,0,--,0,0,0,2:20:32,0:00,0,0:00,No,00:00.0,14,0,--,--,--
Running,2/21/2018 7:32,FALSE,Santee Running,5.05,531,0:49:05,157,175,--,168,186,9:43,3:10,155,167,0.98,0,0,--,0,0,0,49:05:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,2/18/2018 7:03,FALSE,Austin Running,26.32,"2,935",4:06:09,164,184,--,167,198,9:21,4:25,851,796,1.03,0,0,--,0,0,0,4:06:09,0:00,0,0:00,No,00:00.0,27,0,--,--,--
Running,2/14/2018 7:45,FALSE,Santee Running,4.07,421,0:38:07,150,169,--,168,176,9:22,7:42,184,182,1.02,0,0,--,0,0,0,38:07:00,0:00,0,0:00,No,00:00.0,5,0,--,--,--
Running,2/12/2018 6:59,FALSE,Santee Running,5.03,520,0:49:25,150,173,--,165,174,9:50,5:00,245,231,0.99,0,0,--,0,0,0,49:25:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,2/10/2018 7:22,FALSE,San Diego Running,11.02,"1,231",1:44:12,154,201,--,166,174,9:27,8:23,40,36,1.03,0,0,--,0,0,0,1:44:12,0:00,0,0:00,No,00:00.0,12,0,--,--,--
Running,2/9/2018 7:08,FALSE,Santee Running,6.1,595,1:00:28,143,178,--,167,174,9:55,7:22,312,302,0.97,0,0,--,0,0,0,1:00:28,0:00,0,0:00,No,00:00.0,7,0,--,--,--
Running,2/6/2018 19:07,FALSE,San Diego Running,0.36,22,03:22.5,114,132,--,173,182,9:17,7:37,34,33,1,0,0,--,0,0,0,03:22.5,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,1/28/2018 6:18,FALSE,Miami Running,26.71,"2,796",5:14:59,148,180,--,152,176,11:47,2:00,101,95,0.88,0,0,--,0,0,0,5:14:59,0:00,0,0:00,No,00:00.0,27,0,--,--,--
Running,1/23/2018 19:28,FALSE,San Diego Running,0.39,52,05:01.4,140,149,--,161,170,12:53,10:41,44,46,0.78,0,0,--,0,0,0,05:01.4,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,1/23/2018 19:00,FALSE,San Diego Running,1.52,49,09:09.2,115,146,--,186,206,6:01,5:05,230,229,1.44,0,0,--,0,0,0,09:09.2,0:00,0,0:00,No,00:00.0,2,0,--,--,--
Running,1/20/2018 7:21,FALSE,San Diego Running,10.02,725,1:25:32,127,137,--,170,182,8:32,7:13,38,38,1.11,0,0,--,0,0,0,1:25:32,0:00,0,0:00,No,00:00.0,11,0,--,--,--
Running,1/18/2018 6:49,FALSE,Santee Running,8.06,671,1:16:15,134,151,--,170,182,9:28,7:39,277,277,1,0,0,--,0,0,0,1:16:15,0:00,0,0:00,No,00:00.0,10,0,--,--,--
