Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Training Stress ScoreÂ®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp
Running,9/30/2015 7:58,FALSE,Santee Running,3.08,348,0:31:02,160,205,--,163,170,10:04,8:52,91,76,0.98,0,0,--,0,0,0,31:02:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/29/2015 18:23,FALSE,San Diego Running,2.03,199,0:15:03,99,164,--,167,227,7:25,4:27,15,10,1.3,0,0,--,0,0,0,15:03,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/29/2015 7:44,FALSE,Santee Running,3.05,298,0:28:21,149,172,--,165,175,9:17,7:35,89,89,1.05,0,0,--,0,0,0,28:21:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/28/2015 6:58,FALSE,Santee Running,5.02,524,0:46:42,141,181,--,164,170,9:18,2:55,75,67,1.05,0,0,--,0,0,0,46:42:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/27/2015 6:06,FALSE,Santee Running,13.57,"1,219",2:05:47,149,169,--,163,180,9:16,6:28,591,611,1.06,0,0,--,0,0,0,2:05:47,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/26/2015 7:16,FALSE,San Diego Running,5.24,548,0:42:59,162,212,--,168,180,8:12,4:56,271,258,1.17,0,0,--,0,0,0,42:59:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/25/2015 6:08,FALSE,Santee Running,4.07,505,0:35:50,--,--,--,166,174,8:48,7:03,232,230,1.1,0,0,--,0,0,0,35:50:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/23/2015 20:13,FALSE,Santee Running,3.01,373,0:28:30,--,--,--,164,172,9:27,1:37,167,166,1.04,0,0,--,0,0,0,28:30:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/22/2015 6:41,FALSE,Santee Running,5.03,625,0:50:27,--,--,--,164,170,10:02,8:57,100,85,0.98,0,0,--,0,0,0,50:27:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/21/2015 7:46,FALSE,Santee Running,4,509,0:39:48,--,--,--,164,174,9:58,8:54,69,84,0.98,0,0,--,0,0,0,39:48:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/19/2015 7:06,FALSE,Hyrum Running,26.34,"2,823",4:24:27,154,208,--,153,183,10:03,6:36,272,"1,352",1.05,0,0,--,0,0,0,4:24:27,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/18/2015 20:17,FALSE,Logan Running,1.33,170,0:15:47,--,--,--,157,170,11:52,4:35,15,15,0.86,0,0,--,0,0,0,15:47,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/15/2015 19:46,FALSE,Santee Running,1.09,142,0:11:03,--,--,--,162,167,10:08,7:32,32,50,0.98,0,0,--,0,0,0,11:03,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/14/2015 20:47,FALSE,Santee Running,1.83,236,0:17:34,--,--,--,164,170,9:37,8:00,36,51,1.02,0,0,--,0,0,0,17:34,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/13/2015 17:07,FALSE,Santee Running,4.02,531,0:37:27,--,--,--,165,176,9:19,7:03,--,--,1.04,0,0,--,0,0,0,37:27:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/12/2015 6:51,FALSE,San Diego Running,10.11,973,1:36:20,141,171,--,164,177,9:32,8:21,617,617,1.03,0,0,--,0,0,0,1:36:20,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/11/2015 6:20,FALSE,Santee Running,6.2,693,0:55:33,153,178,--,166,184,8:58,6:09,93,95,1.08,0,0,--,0,0,0,55:33:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/10/2015 7:51,FALSE,Santee Running,3.89,503,0:32:35,--,--,--,168,179,8:23,7:14,175,161,1.14,0,0,--,0,0,0,32:35:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/8/2015 19:12,FALSE,San Diego Running,0.48,63,04:49.5,--,--,--,167,170,10:04,5:55,--,54,0.96,0,0,--,0,0,0,04:49.5,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/8/2015 18:35,FALSE,San Diego Running,0.59,76,05:55.5,--,--,--,165,178,10:04,7:03,72,--,0.97,0,0,--,0,0,0,05:55.5,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/7/2015 20:47,FALSE,Santee Running,6.03,787,0:49:00,--,--,--,167,178,8:08,6:48,86,75,1.18,0,0,--,0,0,0,49:00:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/6/2015 19:26,FALSE,Santee Running,6.32,826,0:53:19,--,--,--,166,176,8:26,7:13,138,154,1.15,0,0,--,0,0,0,53:19:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/5/2015 6:16,FALSE,San Diego Running,10.21,"1,320",1:35:33,--,--,--,165,175,9:22,7:55,130,126,1.04,0,0,--,0,0,0,1:35:33,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/4/2015 6:58,FALSE,Santee Running,10.25,"1,331",1:35:01,--,--,--,165,178,9:16,1:10,523,502,1.05,0,0,--,0,0,0,1:35:01,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/2/2015 7:23,FALSE,Santee Running,3.24,416,0:31:05,--,--,--,166,176,9:36,8:17,57,35,1.01,0,0,--,0,0,0,31:05:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/1/2015 18:13,FALSE,San Diego Running,3.18,403,0:30:02,111,123,--,165,196,9:26,5:06,242,190,1.03,0,0,--,0,0,0,30:02:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/1/2015 7:06,FALSE,Santee Running,8.04,"1,005",1:08:20,98,113,--,166,185,8:30,5:57,355,345,1.14,0,0,--,0,0,0,1:08:20,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/30/2015 7:09,FALSE,Santee Running,12.06,"1,572",1:57:55,--,--,--,165,180,9:47,6:45,382,371,1,0,0,--,0,0,0,1:57:55,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/29/2015 6:46,FALSE,San Diego Running,11.04,"1,418",1:41:12,--,--,--,166,174,9:10,5:27,400,402,1.06,0,0,--,0,0,0,1:41:12,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/28/2015 7:40,FALSE,Santee Running,5.08,502,0:47:29,139,171,--,168,178,9:21,8:07,277,298,1.03,0,0,--,0,0,0,47:29:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/27/2015 8:00,FALSE,Santee Running,4.12,428,0:34:33,141,177,--,168,180,8:24,7:16,187,196,1.14,0,0,--,0,0,0,34:33:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/25/2015 18:15,FALSE,San Diego Running,4.57,480,0:44:07,139,175,--,164,200,9:39,5:20,"1,007","1,016",1.02,0,0,--,0,0,0,44:07:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/25/2015 7:15,FALSE,Santee Running,3.31,379,0:30:42,149,172,--,168,177,9:17,8:38,54,56,1.04,0,0,--,0,0,0,30:42:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/24/2015 7:44,FALSE,Santee Running,4.99,567,0:40:23,163,207,--,167,176,8:05,3:16,100,90,1.19,0,0,--,0,0,0,40:23:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/22/2015 7:57,FALSE,Santee Running,14.15,"1,542",2:08:20,155,177,--,165,177,9:04,7:36,589,582,1.07,0,0,--,0,0,0,2:08:20,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/21/2015 7:59,FALSE,Santee Running,3.11,397,0:26:15,--,--,--,169,176,8:26,1:10,83,76,1.13,0,0,--,0,0,0,26:15:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/20/2015 7:35,FALSE,Untitled,5,652,0:42:08,--,--,--,168,174,8:26,7:13,93,99,1.14,0,0,--,0,0,0,42:08:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/18/2015 18:21,FALSE,San Diego Running,3.48,450,0:32:39,--,--,--,161,198,9:22,3:33,469,459,1.07,0,0,--,0,0,0,32:39:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/16/2015 6:58,FALSE,San Diego Running,13.23,"1,280",1:47:20,167,184,--,166,183,8:07,6:26,480,532,1.19,0,0,--,0,0,0,1:47:20,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/15/2015 7:28,FALSE,Santee Running,1.54,199,0:13:58,--,--,--,168,178,9:03,6:43,15,36,1.06,0,0,--,0,0,0,13:58,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/14/2015 6:14,FALSE,Santee Running,1.54,202,0:16:07,--,--,--,162,168,10:30,5:17,15,33,0.95,0,0,--,0,0,0,16:07,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/13/2015 6:33,FALSE,Santee Running,5.07,570,0:45:38,150,173,--,166,174,9:00,0:48,70,72,1.08,0,0,--,0,0,0,45:38:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/11/2015 20:05,FALSE,San Diego Running,1.02,132,0:11:03,--,--,--,161,167,10:53,9:27,146,120,0.92,0,0,--,0,0,0,11:03,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/11/2015 19:50,FALSE,San Diego Running,1.27,160,09:30.1,--,--,--,167,182,7:28,4:03,199,112,1.29,0,0,--,0,0,0,09:30.1,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/11/2015 19:33,FALSE,San Diego Running,1.25,165,0:12:39,--,--,--,162,175,10:07,8:06,131,183,0.98,0,0,--,0,0,0,12:39,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/9/2015 20:05,FALSE,Santee Running,13.12,"1,416",1:57:26,146,204,--,164,174,8:57,7:22,689,703,1.1,0,0,--,0,0,0,1:57:26,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/8/2015 6:52,FALSE,San Diego Running,10.03,"1,131",1:23:58,173,208,--,165,174,8:22,5:50,492,486,1.16,0,0,--,0,0,0,1:23:58,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/7/2015 7:57,FALSE,Santee Running,1.55,203,0:15:14,--,--,--,166,170,9:50,3:15,15,33,0.99,0,0,--,0,0,0,15:14,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Hiking,8/2/2015 15:46,FALSE,Bishop Running,7.58,593,3:11:47,--,--,--,79,159,25:20:00,14:27,450,"2,985",0.8,0,0,--,0,0,0,3:11:47,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Hiking,8/2/2015 12:07,FALSE,Bishop Running,7.78,567,3:39:00,--,--,--,76,159,28:10:00,16:04,"2,969",429,0.75,0,0,--,0,0,0,3:39:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/30/2015 21:05,FALSE,Santee Running,11.25,"1,379",1:44:54,149,177,--,165,177,9:20,7:28,623,612,1.04,0,0,--,0,0,0,1:44:54,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/28/2015 19:39,FALSE,Santee Running,3.11,254,0:27:05,135,171,--,168,179,8:43,5:08,36,27,1.1,0,0,--,0,0,0,27:05:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/27/2015 18:52,FALSE,Santee Running,10.01,"1,050",1:26:43,152,174,--,165,180,8:39,7:03,243,245,1.13,0,0,--,0,0,0,1:26:43,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/26/2015 17:29,FALSE,Santee Running,5.12,577,0:56:55,135,212,--,162,174,11:07,8:44,50,58,0.89,0,0,--,0,0,0,56:55:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/25/2015 16:51,FALSE,Santee Running,4.08,535,0:38:20,--,--,--,166,180,9:23,5:57,72,47,1.04,0,0,--,0,0,0,38:20:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/25/2015 6:58,FALSE,San Diego Running,8.02,"1,029",1:10:50,144,166,--,167,181,8:50,6:10,381,379,1.09,0,0,--,0,0,0,1:10:50,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/24/2015 6:59,FALSE,Santee Running,10.23,"1,041",1:37:39,127,175,--,165,174,9:33,6:15,401,387,1.02,0,0,--,0,0,0,1:37:39,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/23/2015 7:19,FALSE,Santee Running,7.08,704,1:02:50,126,170,--,166,180,8:53,7:00,153,158,1.09,0,0,--,0,0,0,1:02:50,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/21/2015 18:43,FALSE,San Diego Running,6.2,796,1:07:57,--,--,--,160,172,10:57,7:41,665,673,0.92,0,0,--,0,0,0,1:07:57,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/19/2015 15:45,FALSE,Santee Running,13.11,"1,312",2:08:39,151,179,--,162,172,9:49,7:45,424,418,1.01,0,0,--,0,0,0,2:08:39,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/18/2015 6:48,FALSE,San Diego Running,10.5,"1,251",1:36:13,160,185,--,164,179,9:10,7:30,391,392,1.07,0,0,--,0,0,0,1:36:13,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/13/2015 20:26,FALSE,Santee Running,5.34,691,0:50:43,--,--,--,163,170,9:30,7:04,117,109,1.04,0,0,--,0,0,0,50:43:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/12/2015 18:01,FALSE,Santee Running,1.51,178,0:15:43,146,179,--,164,170,10:26,6:18,49,42,0.94,0,0,--,0,0,0,15:43,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/12/2015 17:46,FALSE,Santee Running,1.01,127,06:52.0,--,--,--,172,181,6:50,6:22,15,19,1.37,0,0,--,0,0,0,06:52.0,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/12/2015 17:34,FALSE,Santee Running,1.02,125,0:12:14,--,--,--,160,170,11:59,8:16,12,13,0.84,0,0,--,0,0,0,12:14,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/11/2015 6:45,FALSE,San Diego Running,10.07,"1,299",1:27:13,--,--,--,167,177,8:39,7:19,43,45,1.11,0,0,--,0,0,0,1:27:13,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/9/2015 20:18,FALSE,Santee Running,8.23,"1,065",1:11:09,139,166,--,164,172,8:39,7:01,411,409,1.13,0,0,--,0,0,0,1:11:09,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/7/2015 18:59,FALSE,San Diego Running,3.65,475,0:33:50,--,--,--,162,168,9:17,7:47,315,321,1.07,0,0,--,0,0,0,33:50:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/6/2015 7:29,FALSE,Santee Running,5.15,511,0:50:51,139,176,--,162,170,9:52,6:49,136,149,1,0,0,--,0,0,0,50:51:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/5/2015 20:25,FALSE,Santee Running,1.03,133,08:25.8,--,--,--,167,176,8:09,6:49,30,17,1.18,0,0,--,0,0,0,08:25.8,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/4/2015 6:53,FALSE,San Diego Running,6.26,680,0:59:32,121,150,--,165,185,9:30,4:19,409,428,1.03,0,0,--,0,0,0,59:32:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/2/2015 21:27,FALSE,Santee Running,7,795,1:07:24,145,176,--,161,172,9:37,7:51,144,156,1.04,0,0,--,0,0,0,1:07:24,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/30/2015 7:18,FALSE,Santee Running,5.28,571,0:43:51,151,195,--,166,177,8:18,7:16,100,94,1.16,0,0,--,0,0,0,43:51:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/27/2015 6:48,FALSE,San Diego Running,10.6,"1,367",1:33:51,--,--,--,166,180,8:51,7:18,281,281,1.09,0,0,--,0,0,0,1:33:51,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/23/2015 18:29,FALSE,San Diego Running,1.54,191,0:12:19,149,186,--,159,219,7:59,4:11,15,14,1.27,0,0,--,0,0,0,12:19,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/23/2015 6:39,FALSE,Santee Running,5.02,651,0:42:32,--,--,--,166,174,8:29,7:20,141,132,1.15,0,0,--,0,0,0,42:32:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/21/2015 7:47,FALSE,Santee Running,13.15,"1,261",2:04:35,149,171,--,164,183,9:29,5:53,478,472,1.04,0,0,--,0,0,0,2:04:35,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/20/2015 7:25,FALSE,San Diego Running,9.15,925,1:18:05,142,201,--,166,211,8:32,7:01,82,89,1.13,0,0,--,0,0,0,1:18:05,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/19/2015 8:03,FALSE,Santee Running,1.58,175,0:16:30,154,174,--,165,172,10:25,1:31,13,31,0.94,0,0,--,0,0,0,16:30,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/16/2015 6:35,FALSE,Santee Running,10.18,815,1:31:18,146,167,--,164,179,8:58,6:01,409,403,1.09,0,0,--,0,0,0,1:31:18,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/15/2015 8:05,FALSE,Santee Running,2,190,0:17:43,142,168,--,167,172,8:51,7:55,47,34,1.09,0,0,--,0,0,0,17:43,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/14/2015 9:35,FALSE,Santee Running,1.6,155,0:12:13,140,168,--,172,181,7:38,7:04,144,105,1.23,0,0,--,0,0,0,12:13,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/13/2015 7:22,FALSE,San Diego Running,6.3,819,0:58:12,--,--,--,164,191,9:15,5:10,67,86,1.06,0,0,--,0,0,0,58:12:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/11/2015 6:37,FALSE,Santee Running,5.35,698,0:45:52,--,--,--,168,177,8:35,1:57,139,143,1.12,0,0,--,0,0,0,45:52:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/10/2015 7:45,FALSE,Santee Running,5.05,653,0:43:10,--,--,--,166,177,8:33,5:29,320,335,1.13,0,0,--,0,0,0,43:10:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/9/2015 7:00,FALSE,Santee Running,5.01,648,0:45:52,--,--,--,164,172,9:10,7:56,61,59,1.07,0,0,--,0,0,0,45:52:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/8/2015 7:48,FALSE,Santee Running,6.01,778,0:52:20,--,--,--,166,174,8:43,7:13,324,346,1.11,0,0,--,0,0,0,52:20:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/7/2015 8:57,FALSE,Santee Running,4.29,560,0:33:20,--,--,--,168,177,7:46,7:11,85,86,1.23,0,0,--,0,0,0,33:20:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/6/2015 7:33,FALSE,San Diego Running,4.75,612,0:40:21,--,--,--,168,177,8:30,7:35,236,203,1.13,0,0,--,0,0,0,40:21:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/4/2015 18:47,FALSE,Santee Running,1.57,212,0:17:19,--,--,--,161,170,11:01,4:35,15,33,0.91,0,0,--,0,0,0,17:19,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/2/2015 6:47,FALSE,Santee Running,0.51,67,05:48.8,--,--,--,163,177,11:27,5:41,--,19,0.86,0,0,--,0,0,0,05:48.8,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/31/2015 6:15,FALSE,San Diego Running,26.38,"3,251",4:23:40,--,--,--,158,187,10:00,3:37,843,"1,092",1.02,0,0,--,0,0,0,4:23:40,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/26/2015 8:06,FALSE,Santee Running,1.01,134,0:11:19,--,--,--,163,174,11:12,10:07,--,15,0.88,0,0,--,0,0,0,11:19,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/24/2015 6:00,FALSE,Ojai Running,26.26,"3,375",3:49:14,--,--,--,162,183,8:44,6:43,251,986,1.14,0,0,--,0,0,0,3:49:14,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/23/2015 6:34,FALSE,Santee Running,1.59,210,0:15:11,--,--,--,167,176,9:34,7:16,14,36,1.01,0,0,--,0,0,0,15:11,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/22/2015 6:49,FALSE,Santee Running,1.54,202,0:13:30,--,--,--,168,174,8:45,6:18,15,34,1.09,0,0,--,0,0,0,13:30,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/20/2015 12:19,FALSE,Santee Running,5.02,663,0:38:39,--,--,--,168,177,7:42,3:04,81,83,1.25,0,0,--,0,0,0,38:39:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/18/2015 19:00,FALSE,Fort Bragg Running,2.04,260,0:21:08,--,--,--,157,174,10:22,6:13,160,150,0.99,0,0,--,0,0,0,21:08,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/15/2015 7:54,FALSE,Chico Running,0.98,127,09:19.2,--,--,--,166,176,9:33,3:50,3,--,1.02,0,0,--,0,0,0,09:19.2,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/12/2015 20:37,FALSE,Santee Running,2.6,338,0:24:27,--,--,--,163,170,9:25,8:07,67,75,1.05,0,0,--,0,0,0,24:27:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/11/2015 19:44,FALSE,Santee Running,3.36,437,0:28:11,--,--,--,165,170,8:24,4:51,62,67,1.16,0,0,--,0,0,0,28:11:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/10/2015 7:09,FALSE,Santee Running,14.02,"1,824",2:06:40,--,--,--,167,185,9:02,5:53,514,515,1.07,0,0,--,0,0,0,2:06:40,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/7/2015 19:11,FALSE,Santee Running,5.27,687,0:41:34,--,--,--,169,180,7:53,6:48,294,314,1.21,0,0,--,0,0,0,41:34:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/5/2015 18:22,FALSE,San Diego Running,6.22,801,0:51:04,--,--,--,170,184,8:13,6:40,"1,111","1,109",1.15,0,0,--,0,0,0,51:04:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/4/2015 19:35,FALSE,Santee Running,4.61,601,0:39:34,--,--,--,166,174,8:34,6:49,83,74,1.13,0,0,--,0,0,0,39:34:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/3/2015 19:35,FALSE,Santee Running,6.07,789,0:59:51,--,--,--,161,178,9:52,5:46,87,88,1.01,0,0,--,0,0,0,59:51:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/2/2015 6:52,FALSE,San Diego Running,10.97,"1,415",1:41:50,--,--,--,168,184,9:17,3:24,451,451,1.03,0,0,--,0,0,0,1:41:50,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/1/2015 7:06,FALSE,Santee Running,10.01,"1,308",1:25:25,--,--,--,167,176,8:32,4:36,341,360,1.13,0,0,--,0,0,0,1:25:25,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/30/2015 7:54,FALSE,Santee Running,3.19,413,0:27:12,--,--,--,169,176,8:31,1:50,42,53,1.12,0,0,--,0,0,0,27:12:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/28/2015 18:28,FALSE,San Diego Running,4.73,596,0:40:21,--,--,--,167,182,8:32,4:01,847,846,1.13,0,0,--,0,0,0,40:21:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/26/2015 19:22,FALSE,Santee Running,3.29,426,0:28:01,--,--,--,166,173,8:32,7:16,53,67,1.14,0,0,--,0,0,0,28:01:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/25/2015 6:53,FALSE,San Diego Running,20.01,"2,597",3:06:56,--,--,--,166,181,9:21,3:09,715,725,1.04,0,0,--,0,0,0,3:06:56,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/23/2015 7:41,FALSE,Santee Running,4.98,654,0:38:49,--,--,--,168,183,7:48,7:00,91,80,1.23,0,0,--,0,0,0,38:49:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/21/2015 18:14,FALSE,San Diego Running,3.67,476,0:26:03,--,--,--,171,196,7:06,5:46,655,650,1.32,0,0,--,0,0,0,26:03:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/19/2015 20:08,FALSE,Santee Running,6.44,834,0:55:11,--,--,--,168,180,8:34,5:50,124,145,1.12,0,0,--,0,0,0,55:11:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Hiking,4/18/2015 9:27,FALSE,Cabazon Running,9.12,774,4:09:40,--,--,--,76,242,27:22:00,5:11,--,"3,770",0.77,0,0,--,0,0,0,4:09:40,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/16/2015 20:11,FALSE,Santee Running,5.48,707,0:47:08,--,--,--,166,174,8:36,6:02,101,119,1.13,0,0,--,0,0,0,47:08:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/13/2015 21:36,FALSE,Santee Running,5.33,691,0:44:39,--,--,--,166,180,8:22,6:55,112,120,1.16,0,0,--,0,0,0,44:39:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/11/2015 6:54,FALSE,La Jolla Running,20.04,"2,613",3:10:04,--,--,--,162,180,9:29,7:11,"1,051","1,077",1.04,0,0,--,0,0,0,3:10:04,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/9/2015 19:40,FALSE,Santee Running,5.15,668,0:42:40,--,--,--,165,179,8:17,7:04,226,246,1.17,0,0,--,0,0,0,42:40:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/7/2015 20:15,FALSE,Santee Running,5.01,656,0:44:41,--,--,--,165,181,8:55,5:29,104,106,1.09,0,0,--,0,0,0,44:41:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/5/2015 7:24,FALSE,Santee Running,18.49,"2,413",3:00:16,--,--,--,162,176,9:45,6:18,"1,549","1,581",1.02,0,0,--,0,0,0,3:00:16,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Hiking,4/2/2015 7:57,FALSE,Belvedere Tiburon Running,3.57,302,1:30:46,--,--,--,81,153,25:27:00,15:22,276,614,0.78,0,0,--,0,0,0,1:30:46,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Hiking,3/30/2015 17:23,FALSE,Castella Running,4.2,302,2:21:55,--,--,--,60,158,33:47:00,2:46,"1,293","1,345",0.79,0,0,--,0,0,0,2:21:55,0:00,0,0:00,No,00:00.0,--,0,--,--,--
